,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
47,0.0001626203553547589,0.00016407657473069091,8.503739121392602e-05,0.0003334439132936933,0.00046546779148744607,0.00023528054933824073,0.0007112061136224288,0.0002800977566401309,0.00040622590827966087,0.00016274948410409298,0.00030622242900643545,0.00026075120268213224,0.00024041267926071464,0.00016589706573158828,0.0002589050173240443,0.00021490212299244413,0.00048636209485683794,0.00012040028225907001,0.00010290986173413891,8.507021786745568e-05
48,0.0001590010152188458,0.00015508454682191362,8.149893219679825e-05,0.00032207281261636126,0.00047977061396143586,0.00022784111271245556,0.0007099882211818705,0.000290385854905809,0.0003999142100656252,0.0001604998143495719,0.00028674137754335874,0.00025510026046113293,0.00023158042443477943,0.00016078286849330816,0.00025273479048268165,0.00022766079859472184,0.00047276078786994183,0.00011505390851461782,9.738770984932165e-05,8.103091808224012e-05
49,0.00015624776533013052,0.00014587518578411512,7.777165204436712e-05,0.00030958542383113704,0.0004867565583633223,0.00021924067310459796,0.0007019266995182987,0.0002959198312183783,0.0003915573394518545,0.00015855869258315616,0.0002668330068017416,0.0002499866263531019,0.00022158551222920095,0.00015481368188368435,0.00024721098049913944,0.00023922539120634385,0.0004599895221869093,0.00010954505566058436,9.173438132396076e-05,7.698762537086111e-05
50,0.00015404986659141878,0.0001366472485826764,7.397839038016973e-05,0.00029590669600722903,0.0004870856808239223,0.00020959860770786867,0.0006893041137775008,0.0002968678216610173,0.00038255554403046355,0.000156420340972761,0.0002469105098326357,0.00024481296336796425,0.00021071010644587086,0.00014824007960111973,0.00024186849649763303,0.0002481856009292376,0.0004479833000918659,0.00010400231134598668,8.606736441269536e-05,7.295565751819782e-05
51,0.00015197819798908136,0.00012748989042714204,7.017460557155672e-05,0.00028118518256653127,0.0004823485539770335,0.00019918663650303278,0.0006740953041601119,0.0002941556260268767,0.00037372943901709357,0.00015371331995336104,0.0002272952987351679,0.00023907077988948383,0.00019929534530910528,0.0001413246220751967,0.0002362229032778934,0.00025375073885581834,0.00043630044269123077,9.8464734773878e-05,8.043134710674584e-05,6.89188792776261e-05
52,0.00014963400211225227,0.00011842206377257899,6.636451927219004e-05,0.00026571755687341625,0.00047446567677651507,0.00018831401502391346,0.0006576956966200866,0.00028913022796757783,0.0003653438903036248,0.00015025645587480143,0.00020818932373369787,0.00023244311876198496,0.00018763992291001439,0.00013426366929373437,0.0002298974726340821,0.0002558493964761591,0.00042440353919121117,9.291991429785656e-05,7.483069921831557e-05,6.486319270417833e-05
53,0.00014673691975707046,0.00010944069891582219,6.253133015137214e-05,0.0002498367453681692,0.00046517078480679073,0.00017724257135884306,0.0006408956236332033,0.0002831791410349461,0.0003572723711037412,0.00014605342303869562,0.0001897116204731087,0.00022482914877641584,0.0001759497169704696,0.00012716185502554587,0.0002227021012216617,0.0002550218868708703,0.0004118363587922925,8.734716040220052e-05,6.925800496658417e-05,6.079576326366583e-05
54,0.00014315965743199886,0.00010055860387444164,5.86639071535531e-05,0.00023384041150864104,0.0004556711984843532,0.00016614979967551405,0.0006240062062253459,0.0002773806774751104,0.00034919533750512964,0.00014123991791524585,0.00017191333098831327,0.00021631038179352788,0.00016433476099679962,0.00012004957862522461,0.00021461997218119754,0.0002521764054664857,0.00039833033422996474,8.174622480674985e-05,6.371731656897892e-05,5.674761538781894e-05
55,0.00013891855236754791,9.181218446736275e-05,5.4770896357025326e-05,0.00021795299893886404,0.0004465635650024436,0.00015513307237752783,0.0006070357223003035,0.0002723278177502513,0.00034076034327579354,0.00013600756477277914,0.00015482438677778636,0.00020707380364072927,0.00015283825990976822,0.00011292003837148167,0.00020576996439867042,0.0002482975480423766,0.00038380276900524315,7.6146087390778e-05,5.82323235682986e-05,5.2764677080622964e-05
56,0.00013413095624237076,8.325970359803857e-05,5.0884736971694726e-05,0.00020232132267406782,0.0004379383337816384,0.000144228155345027,0.0005898543547854922,0.00026813586249493037,0.00033169322523649995,0.00013053452589271698,0.00013847391957973168,0.00019735831152238725,0.00014147572791682982,0.00010576724387640741,0.00019634594594408107,0.00024419666557654073,0.00036832651934032176,7.059843871366731e-05,5.284559539776233e-05,4.889504389725802e-05
57,0.00012894807828534122,7.496922452452257e-05,4.704683177288135e-05,0.00018703027255090999,0.0004295725254914757,0.0001334629293755164,0.0005723021069039603,0.00026458028948785317,0.00032183512345510635,0.0001249446360740734,0.0001228959638871713,0.00018737775825522062,0.0001302557316663701,9.860136709966759e-05,0.00018655447424670423,0.00024037001342598453,0.00035207598723805404,6.516446499149313e-05,4.761103775735586e-05,4.517890959258525e-05
