,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
51,9.73938769833393e-07,9.498259714893408e-07,9.50514224829507e-07,9.685309246155842e-07,1.038055319686397e-06,9.943573354060404e-07,1.0213077898218395e-06,1.031233830339672e-06,9.975567349410625e-07,9.904821419368576e-07,9.522865449305997e-07,9.875716157189115e-07,9.812440299610376e-07,1.0039331988051484e-06,9.595844000959674e-07,9.56544833358749e-07,1.0308975549991823e-06,9.528107149116015e-07,9.208534085249297e-07,9.311994739534332e-07
52,9.774401817177936e-07,9.495884547724382e-07,9.484592612600307e-07,9.66814323348224e-07,1.046170501464195e-06,9.928748721348622e-07,1.0264162249589252e-06,1.036976433433365e-06,1.0015151993655684e-06,9.951739632922945e-07,9.455392382100461e-07,9.890832113486031e-07,9.76783449771735e-07,1.0028108203014777e-06,9.631945930347725e-07,9.591134408735518e-07,1.0331422430567444e-06,9.540004973689954e-07,9.177344971513255e-07,9.344790777216216e-07
53,9.798040245403415e-07,9.490572553763791e-07,9.458173691443915e-07,9.649444348500498e-07,1.0522952510552275e-06,9.909623587202801e-07,1.0298459808068616e-06,1.0418027650392264e-06,1.0049742902637597e-06,9.981536624021802e-07,9.387746255449511e-07,9.910012922401018e-07,9.73395078606475e-07,9.999927829928918e-07,9.680402739055303e-07,9.63018567938373e-07,1.0337230323393073e-06,9.56826404120553e-07,9.169286393556537e-07,9.3639534123955e-07
54,9.836987031294282e-07,9.49410561132009e-07,9.431210165616163e-07,9.627566366196187e-07,1.0578072166865117e-06,9.88716545759191e-07,1.0328177949530997e-06,1.045944820666603e-06,1.0095957253431816e-06,9.998953203372825e-07,9.323253180522522e-07,9.915343543918932e-07,9.709426359731533e-07,9.954253295513502e-07,9.707604178522259e-07,9.672478597016288e-07,1.0348222196080069e-06,9.582884587316728e-07,9.164747324474491e-07,9.384646320996345e-07
55,9.878476540498487e-07,9.481390574467006e-07,9.409732950498523e-07,9.612571452687224e-07,1.0624181349972895e-06,9.86120599016818e-07,1.0335861061104441e-06,1.047419470491937e-06,1.012382211960562e-06,1.0021019962133008e-06,9.23824083074237e-07,9.92786957903937e-07,9.690385027667148e-07,9.914744956884483e-07,9.700542002585853e-07,9.717412890961312e-07,1.036478796089818e-06,9.577015480165303e-07,9.140595306665164e-07,9.388056614220329e-07
56,9.89749605300216e-07,9.444062360509664e-07,9.387144651460436e-07,9.571040916982612e-07,1.0658978229234704e-06,9.827137169382265e-07,1.0341670385698127e-06,1.0487011871937537e-06,1.0117792813949045e-06,1.0040613823020047e-06,9.134011338561664e-07,9.95081958392379e-07,9.669306878895003e-07,9.884373420148568e-07,9.66145578538728e-07,9.768395851348786e-07,1.0382170720656545e-06,9.574190658706535e-07,9.103675066763598e-07,9.368758862960381e-07
57,9.894783942939172e-07,9.392099743405667e-07,9.360365055883782e-07,9.512258413780352e-07,1.0710268224346227e-06,9.798505805760616e-07,1.0356087605701352e-06,1.0513649656190247e-06,1.0099370441024516e-06,1.0043766670660703e-06,9.011990138583679e-07,9.957961638348342e-07,9.643587935352422e-07,9.844327569802497e-07,9.619026230798804e-07,9.820108582840604e-07,1.0388793021783633e-06,9.560120842492185e-07,9.054009033494109e-07,9.344934736657006e-07
58,9.87152746133395e-07,9.342812150091754e-07,9.321095689071901e-07,9.459175342062697e-07,1.0753636353238292e-06,9.761053989786589e-07,1.0370164924999234e-06,1.0538143826671126e-06,1.0083855373310329e-06,1.0035327193295109e-06,8.885772531406987e-07,9.944970462225014e-07,9.617425071526696e-07,9.799502447585928e-07,9.556998756370934e-07,9.85916034039819e-07,1.0386725657247136e-06,9.529378248013334e-07,9.005120013059601e-07,9.317034630191125e-07
59,9.818513753797384e-07,9.296532025071682e-07,9.276364235179162e-07,9.40039066361203e-07,1.0777545027398877e-06,9.690722534793675e-07,1.0365307841540118e-06,1.0557162599421968e-06,1.0074348202336244e-06,1.000071293407047e-06,8.751548061883662e-07,9.906463070528776e-07,9.58513972323051e-07,9.755341514019603e-07,9.500648241055302e-07,9.88532261967948e-07,1.0364435654548814e-06,9.489617569622216e-07,8.961635175787774e-07,9.279852499771243e-07
60,9.773361717791479e-07,9.231734054305566e-07,9.22434849185662e-07,9.329054240242009e-07,1.0808701866904184e-06,9.619774716129122e-07,1.0336375821254516e-06,1.0557479017555713e-06,1.005826141369757e-06,9.953290394826453e-07,8.600153245321229e-07,9.86555847077482e-07,9.521827276383429e-07,9.715835654006971e-07,9.463118158357314e-07,9.903715691721912e-07,1.0326212402526499e-06,9.437819104816491e-07,8.885325721143943e-07,9.237275299943895e-07
